time,x-acceleration,y-acceleration,z-acceleration,output
0,0,0,0,drum
0.02,0.762,0.284,0.556,drum
0.04,0.769,0.281,0.569,drum
0.06,0.774,0.274,0.579,drum
0.08,0.766,0.276,0.584,drum
0.1,0.756,0.28,0.579,drum
0.12,0.747,0.277,0.575,drum
0.14,0.751,0.276,0.583,drum
0.16,0.772,0.27,0.587,drum
0.18,0.764,0.266,0.585,drum
0.2,0.763,0.273,0.583,drum
0.22,0.765,0.275,0.575,drum
0.24,0.765,0.278,0.575,drum
0.26,0.759,0.283,0.576,drum
0.28,0.766,0.289,0.572,drum
0.3,0.782,0.299,0.577,drum
0.32,0.789,0.291,0.587,drum
0.34,0.759,0.289,0.591,drum
0.36,0.737,0.294,0.583,drum
0.38,0.758,0.288,0.576,drum
0.4,0.784,0.287,0.586,drum
0.42,0.794,0.29,0.608,drum
0.44,0.787,0.299,0.618,drum
0.46,0.774,0.305,0.617,drum
0.48,0.754,0.305,0.599,drum
0.5,0.764,0.305,0.581,drum
0.52,0.765,0.306,0.586,drum
0.54,0.736,0.298,0.633,drum
0.56,0.711,0.277,0.683,drum
0.58,0.756,0.265,0.685,drum
0.6,0.809,0.258,0.649,drum
0.62,0.795,0.264,0.592,drum
0.64,0.77,0.286,0.557,drum
0.66,0.754,0.297,0.57,drum
0.68,0.722,0.297,0.659,drum
0.7,0.693,0.264,0.811,drum
0.72,0.733,0.215,0.862,drum
0.74,0.814,0.184,0.839,drum
0.76,1.096,0.131,0.896,drum
0.78,1.129,0.079,1.062,drum
0.8,0.861,0.128,1.143,drum
0.82,0.942,0.134,1.101,drum
0.84,0.958,0.113,1.085,drum
0.86,0.736,0.194,0.958,drum
0.88,0.766,0.259,0.767,drum
0.9,0.863,0.211,0.556,drum
0.92,0.764,0.183,0.365,drum
0.94,0.675,0.184,0.285,drum
0.96,0.626,0.172,0.218,drum
0.98,0.498,0.128,0.162,drum
1,0.469,0.087,0.101,drum
1.02,0.44,0.052,0.063,drum
1.04,0.423,0.057,0.09,drum
1.06,0.406,0.025,0.108,drum
1.08,0.419,0.024,0.162,drum
1.1,0.573,0.081,0.284,drum
1.12,0.636,0.117,0.424,drum
1.14,0.673,0.139,0.652,drum
1.16,0.89,0.089,0.776,drum
1.18,1.228,0.029,0.937,drum
1.2,1.371,0.031,1.219,drum
1.22,0.918,-0.155,0.636,drum
1.24,0.226,0.156,0.08,drum
1.26,0.336,0.613,-0.114,drum
1.28,0.47,0.758,0.884,drum
1.3,2,0.277,1.96,drum
1.32,1.007,-0.453,1.025,drum
1.34,-0.052,0.385,0.354,drum
1.36,0.718,0.432,0.36,drum
1.38,0.935,0.081,0.316,drum
1.4,0.8,0.229,0.324,drum
1.42,0.785,0.249,0.49,drum
1.44,0.718,0.19,0.497,drum
1.46,0.735,0.215,0.495,drum
1.48,0.812,0.198,0.535,drum
1.5,0.771,0.249,0.562,drum
1.52,0.668,0.273,0.538,drum
1.54,0.612,0.252,0.517,drum
1.56,0.635,0.197,0.549,drum
1.58,0.694,0.175,0.578,drum
1.6,0.753,0.194,0.593,drum
1.62,0.787,0.252,0.607,drum
1.64,0.811,0.274,0.595,drum
1.66,0.897,0.267,0.631,drum
1.68,0.898,0.275,0.623,drum
1.7,0.932,0.302,0.68,drum
1.72,1.062,0.304,0.816,drum
1.74,1.025,0.288,0.806,drum
1.76,0.949,0.259,0.715,drum
1.78,0.968,0.192,0.741,drum
1.8,0.96,0.151,0.752,drum
1.82,0.917,0.145,0.711,drum
1.84,0.964,0.082,0.54,drum
1.86,0.94,0.019,0.465,drum
1.88,0.709,0.031,0.434,drum
1.9,0.581,0.047,0.357,drum
1.92,0.568,0.007,0.293,drum
1.94,0.546,-0.017,0.194,drum
1.96,0.501,-0.042,0.162,drum
1.98,0.527,-0.058,0.239,drum
2,0.509,-0.056,0.3,drum
2.02,0.549,-0.045,0.301,drum
2.04,0.644,0.015,0.309,drum
2.06,0.659,0.045,0.41,drum
2.08,0.792,0.039,0.609,drum
2.1,1.092,-0.026,0.825,drum
2.12,1.279,-0.053,0.863,drum
2.14,1.063,-0.067,0.662,drum
2.16,0.651,-0.053,0.258,drum
2.18,0.718,0.408,0.556,drum
2.2,-0.506,0.468,0.117,drum
2.22,0.537,0.775,1.232,drum
2.24,2,-0.165,1.9,drum
2.26,0.95,-0.292,0.777,drum
2.28,-0.16,0.42,0.229,drum
2.3,0.559,0.426,0.403,drum
2.32,0.915,0.086,0.459,drum
2.34,0.766,0.219,0.41,drum
2.36,0.74,0.26,0.605,drum
2.38,0.737,0.199,0.647,drum
2.4,0.745,0.218,0.643,drum
2.42,0.795,0.21,0.661,drum
2.44,0.744,0.237,0.631,drum
2.46,0.743,0.254,0.604,drum
2.48,0.724,0.234,0.57,drum
2.5,0.724,0.2,0.57,drum
2.52,0.744,0.167,0.613,drum
2.54,0.73,0.163,0.615,drum
2.56,0.723,0.18,0.596,drum
2.58,0.761,0.17,0.618,drum
2.6,0.82,0.164,0.641,drum
2.62,0.806,0.15,0.61,drum
2.64,0.831,0.164,0.598,drum
2.66,0.829,0.218,0.685,drum
2.68,0.855,0.216,0.777,drum
2.7,0.981,0.175,0.766,drum
2.72,1.098,0.156,0.807,drum
2.74,1.067,0.166,0.792,drum
2.76,0.929,0.201,0.654,drum
2.78,0.806,0.196,0.554,drum
2.8,0.843,0.135,0.45,drum
2.82,0.776,0.115,0.426,drum
2.84,0.749,0.085,0.418,drum
2.86,0.778,0.031,0.391,drum
2.88,0.726,-0.004,0.348,drum
2.9,0.728,-0.019,0.311,drum
2.92,0.739,-0.036,0.306,drum
2.94,0.73,-0.046,0.339,drum
2.96,0.701,-0.061,0.365,drum
2.98,0.654,-0.063,0.385,drum
3,0.647,-0.052,0.396,drum
3.02,0.688,-0.044,0.385,drum
3.04,0.735,-0.009,0.424,drum
3.06,0.836,0.028,0.533,drum
3.08,0.816,0.019,0.618,drum
3.1,0.835,0.041,0.746,drum
3.12,1.026,0.023,0.816,drum
3.14,1.064,0.065,0.867,drum
3.16,0.832,0.052,0.676,drum
3.18,1.043,0.173,0.339,drum
3.2,1.16,0.574,0.863,drum
3.22,0.126,0.066,0.18,drum
3.24,0.25,0.504,0.521,drum
3.26,2,-0.019,1.487,drum
3.28,1.155,-0.312,0.963,drum
3.3,0.087,0.217,0.388,drum
3.32,0.462,0.31,0.369,drum
3.34,0.712,0.063,0.336,drum
3.36,0.761,0.153,0.351,drum
3.38,0.807,0.175,0.474,drum
3.4,0.814,0.163,0.566,drum
3.42,0.845,0.204,0.616,drum
3.44,0.872,0.186,0.629,drum
3.46,0.877,0.199,0.591,drum
3.48,0.854,0.215,0.533,drum
3.5,0.803,0.205,0.505,drum
3.52,0.774,0.184,0.518,drum
3.54,0.768,0.167,0.54,drum
3.56,0.739,0.168,0.544,drum
3.58,0.718,0.171,0.534,drum
3.6,0.733,0.152,0.559,drum
3.62,0.656,0.138,0.509,drum
3.64,0.639,0.141,0.365,drum
3.66,0.918,0.144,0.434,drum
3.68,0.992,0.147,0.64,drum
3.7,0.745,0.238,0.741,drum
3.72,0.935,0.286,0.835,drum
3.74,1.132,0.235,0.857,drum
3.76,1.107,0.184,0.836,drum
3.78,1.024,0.179,0.848,drum
3.8,1.011,0.187,0.832,drum
3.82,0.95,0.154,0.735,drum
3.84,0.96,0.111,0.629,drum
3.86,0.925,0.081,0.534,drum
3.88,0.816,0.083,0.461,drum
3.9,0.757,0.077,0.464,drum
3.92,0.693,0.029,0.444,drum
3.94,0.638,0.002,0.382,drum
3.96,0.649,-0.035,0.367,drum
3.98,0.632,-0.081,0.355,drum
4,0.621,-0.113,0.339,drum
4.02,0.626,-0.128,0.348,drum
4.04,0.59,-0.129,0.372,drum
4.06,0.55,-0.128,0.396,drum
4.08,0.558,-0.114,0.437,drum
4.1,0.62,-0.083,0.468,drum
4.12,0.649,-0.043,0.481,drum
4.14,0.668,-0.039,0.521,drum
4.16,0.791,0.011,0.655,drum
4.18,1.102,0.032,0.937,drum
4.2,1.155,0.024,1.037,drum
4.22,0.698,-0.117,0.618,drum
4.24,0.524,0.095,0.266,drum
4.26,0.709,0.606,0.375,drum
4.28,0.048,0.527,0.246,drum
4.3,1.8,0.465,1.555,drum
4.32,1.895,-0.415,1.57,drum
4.34,0.059,-0.011,0.471,drum
4.36,-0.112,0.413,0.123,drum
4.38,0.845,0.259,0.317,drum
4.4,1.056,0.073,0.449,drum
4.42,0.784,0.243,0.463,drum
4.44,0.747,0.256,0.567,drum
4.46,0.769,0.219,0.593,drum
4.48,0.875,0.2,0.574,drum
4.5,0.91,0.186,0.58,drum
4.52,0.822,0.212,0.571,drum
4.54,0.761,0.243,0.526,drum
4.56,0.755,0.236,0.518,drum
4.58,0.754,0.211,0.543,drum
4.6,0.773,0.197,0.571,drum
4.62,0.752,0.203,0.559,drum
4.64,0.764,0.211,0.522,drum
4.66,0.885,0.209,0.527,drum
4.68,0.937,0.205,0.551,drum
4.7,0.908,0.202,0.576,drum
4.72,0.839,0.206,0.56,drum
4.74,0.805,0.212,0.553,drum
4.76,0.93,0.202,0.602,drum
4.78,1.07,0.155,0.728,drum
4.8,1.049,0.117,0.779,drum
4.82,0.989,0.12,0.806,drum
4.84,0.98,0.147,0.74,drum
4.86,0.947,0.108,0.619,drum
4.88,0.807,0.065,0.415,drum
4.9,0.613,0.043,0.302,drum
4.92,0.697,0.011,0.295,drum
4.94,0.765,-0.003,0.306,drum
4.96,0.766,0,0.327,drum
4.98,0.732,-0.07,0.286,drum
5,0.687,-0.074,0.293,drum
5.02,0.713,-0.105,0.321,drum
5.04,0.725,-0.121,0.355,drum
5.06,0.709,-0.135,0.374,drum
5.08,0.766,-0.147,0.39,drum
5.1,0.813,-0.099,0.416,drum
5.12,0.769,-0.046,0.392,drum
5.14,0.665,0.072,0.438,drum
5.16,0.651,0.137,0.678,drum
5.18,0.741,0.128,0.75,drum
5.2,0.877,0.196,0.624,drum
5.22,1.106,0.286,0.711,drum
5.24,1.319,0.385,1.191,drum
5.26,1.206,0.182,1.258,drum
5.28,0.182,0.095,0.315,drum
5.3,0.636,0.605,0.11,drum
5.32,0.611,0.484,-0.101,drum
5.34,1.605,0.54,1.095,drum
5.36,1.805,-0.181,1.512,drum
5.38,0.438,0.051,0.775,drum
5.4,0.488,0.332,0.549,drum
5.42,0.791,0.111,0.374,drum
5.44,0.789,0.079,0.219,drum
5.46,0.832,0.184,0.334,drum
5.48,0.705,0.128,0.459,drum
5.5,0.598,0.181,0.505,drum
5.52,0.701,0.163,0.564,drum
5.54,0.802,0.142,0.579,drum
5.56,0.827,0.169,0.549,drum
5.58,0.783,0.175,0.494,drum
5.6,0.753,0.178,0.47,drum
5.62,0.775,0.15,0.503,drum
5.64,0.809,0.127,0.548,drum
5.66,0.743,0.129,0.572,drum
5.68,0.668,0.145,0.502,drum
5.7,0.81,0.15,0.534,drum
5.72,0.928,0.109,0.605,drum
5.74,0.943,0.136,0.624,drum
5.76,0.959,0.141,0.642,drum
5.78,1.121,0.089,0.766,drum
5.8,1.026,0.085,0.806,drum
5.82,0.866,0.137,0.725,drum
5.84,0.919,0.13,0.608,drum
5.86,0.908,0.083,0.507,drum
5.88,0.796,0.064,0.426,drum
5.9,0.786,0.06,0.404,drum
5.92,0.836,0.02,0.407,drum
5.94,0.829,0.004,0.434,drum
5.96,0.821,-0.015,0.411,drum
5.98,0.83,-0.023,0.36,drum
6,0.804,-0.021,0.406,drum
6.02,0.75,-0.013,0.457,drum
6.04,0.739,-0.003,0.482,drum
6.06,0.73,-0.012,0.492,drum
6.08,0.679,-0.02,0.495,drum
6.1,0.648,-0.03,0.507,drum
6.12,0.658,-0.019,0.535,drum
6.14,0.656,-0.01,0.563,drum
6.16,0.692,0.03,0.574,drum
6.18,0.774,0.024,0.622,drum
6.2,0.836,0.001,0.64,drum
6.22,1.04,0.02,0.725,drum
6.24,1.058,-0.033,0.674,drum
6.26,0.755,-0.045,0.338,drum
6.28,0.814,0.299,0.173,drum
6.3,0.828,0.582,0.53,drum
6.32,0.024,0.222,0.617,drum
6.34,1.385,0.277,1.031,drum
6.36,2,-0.101,1.093,drum
6.38,0.962,-0.024,0.526,drum
6.4,0.406,0.212,0.314,drum
6.42,0.58,0.196,0.414,drum
6.44,0.669,0.12,0.399,drum
6.46,0.691,0.147,0.362,drum
6.48,0.82,0.129,0.436,drum
6.5,0.921,0.138,0.492,drum
6.52,0.923,0.146,0.539,drum
6.54,0.895,0.134,0.566,drum
6.56,0.843,0.143,0.525,drum
6.58,0.816,0.151,0.496,drum
6.6,0.823,0.128,0.529,drum
6.62,0.835,0.105,0.562,drum
6.64,0.85,0.107,0.539,drum
6.66,0.86,0.13,0.534,drum
6.68,0.843,0.155,0.564,drum
6.7,0.801,0.18,0.541,drum
6.72,0.863,0.193,0.55,drum
6.74,1.08,0.156,0.71,drum
6.76,1.016,0.12,0.782,drum
6.78,0.912,0.141,0.73,drum
6.8,1.041,0.131,0.7,drum
6.82,0.967,0.084,0.589,drum
6.84,0.905,0.069,0.496,drum
6.86,0.838,0.041,0.435,drum
6.88,0.742,0.02,0.405,drum
